sno,header,title,titleUrl,subtitles,time,products,activityControls,description
12,YouTube,Watched An Infinite Radical Expression... | Math Olympiads,https://www.youtube.com/watch?v=nKQTAAlKa6c,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-15T02:28:30.968Z,['YouTube'],['YouTube watch history'],
13,YouTube,Watched ChatGPT Mobile Just KILLED Traditional Language Learning,https://www.youtube.com/watch?v=bm5SKmOdEgw,"[{'name': 'Jerry Registre', 'url': 'https://www.youtube.com/channel/UCMwFxEFgl3M4BACjtHeXpYA'}]",2023-05-15T01:05:26.577Z,['YouTube'],['YouTube watch history'],
14,YouTube,Watched The Kerala Story victims share their ordeal || Islamic indoctrination || O Shruthi & Vaishali Shetty,https://www.youtube.com/watch?v=Z831RzPiLd8,"[{'name': 'Neeraj Atri', 'url': 'https://www.youtube.com/channel/UCdnFIeHJGhSjRoLvTZpYldw'}]",2023-05-14T17:13:34.680Z,['YouTube'],['YouTube watch history'],
15,YouTube,Watched Defending Hinduism Against Taunts in The Kerala Story | Understanding Sanatana Dharma | Sanjay Dixit,https://www.youtube.com/watch?v=6Iz_a41Jow0,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2023-05-14T16:53:27.162Z,['YouTube'],['YouTube watch history'],
16,YouTube,Watched How Will Mallikarjun Kharge Choose The Next CM Of Karnataka? Is There An Infighting In Congress?,https://www.youtube.com/watch?v=c7vM4cLoLLc,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2023-05-14T16:50:27.935Z,['YouTube'],['YouTube watch history'],
17,YouTube,Watched Live : कर्नाटक में बहुमत के बाद Priyanka Gandhi की Speech Viral | Karnataka Elections 2023 Results,https://www.youtube.com/watch?v=WMh75lP2UM4,"[{'name': 'News18 Debate & Interview', 'url': 'https://www.youtube.com/channel/UCENc-ImCfgkqHbCWIDhMkwg'}]",2023-05-14T16:08:07.676Z,['YouTube'],['YouTube watch history'],
18,YouTube,Watched Breaking News | BJP Attacks Grand Old Party Over 'Congress Files' | Political Row Erupts,https://www.youtube.com/watch?v=WsOgiKbLpvM,"[{'name': 'TIMES NOW', 'url': 'https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w'}]",2023-05-14T16:04:23.442Z,['YouTube'],['YouTube watch history'],
19,YouTube,Watched सामने बैठी थी पाकिस्तानी Hina Rabbani अचानक आधी रात Jaishankar को आया तगड़ा गुस्सा और फिर जो हुआ...,https://www.youtube.com/watch?v=yB4S-Is3MFo,"[{'name': 'NMF News', 'url': 'https://www.youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw'}]",2023-05-14T16:00:46.374Z,['YouTube'],['YouTube watch history'],
20,YouTube,Watched A Nice Exponential Equation | Math Olympiads,https://www.youtube.com/watch?v=wXU2dPXP5aY,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-14T14:50:26.600Z,['YouTube'],['YouTube watch history'],
21,YouTube,Watched Simplifying An Expression with Natural Logs,https://www.youtube.com/watch?v=VRN8Bc77hBU,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-14T14:41:16.360Z,['YouTube'],['YouTube watch history'],
22,YouTube,"Watched Narasimha Rao's Predictions On Modi, POK, 2024, Upcoming WORLD WAR & Future Of ABRAHAMIC Religions",https://www.youtube.com/watch?v=Il3z0N7eS60,"[{'name': 'The Alternate Media', 'url': 'https://www.youtube.com/channel/UCmjIcELD07cOV3YRPbjUJfQ'}]",2023-05-14T14:21:43.511Z,['YouTube'],['YouTube watch history'],
23,YouTube,Watched Big Breakthrough in Gyanvapi Case: ASI Says  Shivlinga Could Be Millions of Years Old | Vishnu Jain,https://www.youtube.com/watch?v=665dIRkso1Q,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2023-05-14T14:19:08.300Z,['YouTube'],['YouTube watch history'],
24,YouTube,Watched Salesforce LWC Training | Lightning Web Components Tutorial | Salesforce LWC | Intellipaat,https://www.youtube.com/watch?v=-87aDhw2piI,"[{'name': 'Intellipaat', 'url': 'https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg'}]",2023-05-14T14:18:36.364Z,['YouTube'],['YouTube watch history'],
25,YouTube Music,Watched Mahalaxmi Sahasranam Stotram,https://www.youtube.com/watch?v=sWri9vt73Xw,"[{'name': 'Rajalakshmee Sanjay - Topic', 'url': 'https://www.youtube.com/channel/UCjRStQwaqoFTB-8M3ottKSw'}]",2023-05-14T11:37:25.426Z,['YouTube'],['YouTube watch history'],
26,YouTube,Watched 5 Levels Of LLM Summarizing: Novice to Expert,https://www.youtube.com/watch?v=qaPMdcCqtWk,"[{'name': 'Data Independent', 'url': 'https://www.youtube.com/channel/UCyR2Ct3pDOeZSRyZH5hPO-Q'}]",2023-05-14T08:13:46.328Z,['YouTube'],['YouTube watch history'],
27,YouTube,Watched Master PDF Chat with LangChain - Your essential guide to queries on documents,https://www.youtube.com/watch?v=ZzgUqFtxgXI,"[{'name': 'Sam Witteveen', 'url': 'https://www.youtube.com/channel/UC55ODQSvARtgSyc8ThfiepQ'}]",2023-05-14T08:13:43.561Z,['YouTube'],['YouTube watch history'],
28,YouTube,Watched Movie Which has Outraged Liberals - Kerala Story Review | Pratik Borade and Sanjay Dixit,https://www.youtube.com/watch?v=tayn8k-hKAU,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2023-05-14T07:26:55.971Z,['YouTube'],['YouTube watch history'],
29,YouTube,Watched 'The Kerala Story' के 100 करोड़ पार होने पर क्या कुछ कहना है Movie की Actresses का सुनिए…,https://www.youtube.com/watch?v=E4TUXDJZITY,"[{'name': 'ANI News', 'url': 'https://www.youtube.com/channel/UCtFQDgA8J8_iiwc5-KoAQlg'}]",2023-05-14T07:23:41.089Z,['YouTube'],['YouTube watch history'],
30,YouTube,Watched Mojo 🔥 VS Python 🐍  Speed Test,https://www.youtube.com/watch?v=yovCqxZalJU,"[{'name': 'Telusko', 'url': 'https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg'}]",2023-05-14T07:18:48.845Z,['YouTube'],['YouTube watch history'],
31,YouTube,Watched Turkey ditches Pak on Kashmir? Ankara joins G20 countries in Y20 meeting in Srinagar,https://www.youtube.com/watch?v=nnfls2lhYFc,"[{'name': 'Hindustan Times', 'url': 'https://www.youtube.com/channel/UCm7lHFkt2yB_WzL67aruVBQ'}]",2023-05-14T06:39:24.083Z,['YouTube'],['YouTube watch history'],
32,YouTube,Watched ये कैसी हार है कार्यकर्ता खुश है कोई तो संकेत है,https://www.youtube.com/watch?v=hJVGkklRbDA,"[{'name': ""D K Dubey's Legal Interpretations"", 'url': 'https://www.youtube.com/channel/UC4vgB_qDWH3-RrgHE1isOYQ'}]",2023-05-14T04:27:39.429Z,['YouTube'],['YouTube watch history'],
33,YouTube,Watched A Drug Shortage is Killing People in the US: Does Biden Have a Plan? | Vantage with Palki Sharma,https://www.youtube.com/watch?v=OvbQ4BTXe-w,"[{'name': 'Firstpost', 'url': 'https://www.youtube.com/channel/UCz8QaiQxApLq8sLNcszYyJw'}]",2023-05-14T03:47:00.648Z,['YouTube'],['YouTube watch history'],
34,YouTube,Watched 'The Electoral Map Shows Clear Majority Of Cong' | Abhishek Singhvi Exclusive On NewsX | NewsX,https://www.youtube.com/watch?v=lTJsgKveW2M,"[{'name': 'NewsX', 'url': 'https://www.youtube.com/channel/UCytSP0M0Jdnw6qIy3Y-nTig'}]",2023-05-14T03:15:14.932Z,['YouTube'],['YouTube watch history'],
35,YouTube Music,Watched Top 22 Meditation Songs | Brahmakumaris Meditation Songs | Best BK Songs,https://www.youtube.com/watch?v=DGpSZszXsuY,"[{'name': 'Madhuban - BK Songs', 'url': 'https://www.youtube.com/channel/UC7ffSAvl8eH0CyBtxJmqkvg'}]",2023-05-14T01:31:17.947Z,['YouTube'],['YouTube watch history'],
36,YouTube Music,Watched Vishnu Sahasranamam Full Version Original,https://www.youtube.com/watch?v=zKC17254flc,"[{'name': 'Nova Spiritual India', 'url': 'https://www.youtube.com/channel/UCdsQsaeI8pQZtgrMmbjGUug'}]",2023-05-14T00:59:21.165Z,['YouTube'],['YouTube watch history'],
37,YouTube,Watched A Nice Diophantine Equation | 3ˣ - x³ = 1,https://www.youtube.com/watch?v=KnSH-0EVADk,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-14T00:46:21.482Z,['YouTube'],['YouTube watch history'],
38,YouTube,Watched Solving A Polynomial Equation | Math Olympiads,https://www.youtube.com/watch?v=zgDMpWNsutQ,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-14T00:42:45.064Z,['YouTube'],['YouTube watch history'],
39,YouTube,Watched You are the Light Shining | Swami Sarvapriyananda,https://www.youtube.com/watch?v=JgQF87_QWJg,"[{'name': 'Vedanta Society of New York', 'url': 'https://www.youtube.com/channel/UCZOKv_xnTzyLD9RJmbBUV9Q'}]",2023-05-13T17:29:56.468Z,['YouTube'],['YouTube watch history'],
40,YouTube,Watched क्यों जो चाहते है वो पूरा नहीं कर पाते - आचार्य श्री रजनीश,https://www.youtube.com/watch?v=LLD6LzMmffc,"[{'name': 'Way of Life', 'url': 'https://www.youtube.com/channel/UCbudvIYUg4IX2UH2Id3BMsQ'}]",2023-05-13T17:29:06.848Z,['YouTube'],['YouTube watch history'],
41,YouTube,Watched A Functional Equation | Math Olympiads,https://www.youtube.com/watch?v=ysnmSWH3NEc,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-13T17:21:29.580Z,['YouTube'],['YouTube watch history'],
42,YouTube,Watched Sumit Peer I Churn in the Pakistan Army I KA debacle for BJP - more vilification ahead in the West?,https://www.youtube.com/watch?v=2Bl6YqwFxlE,"[{'name': 'PGurus', 'url': 'https://www.youtube.com/channel/UC5oAOrsfqTxLOmFNuK_S8ug'}]",2023-05-13T17:03:44.827Z,['YouTube'],['YouTube watch history'],
43,YouTube,Watched Why the Chapati Terrified the British | India's 1857 Mystery | Flashback with Palki Sharma,https://www.youtube.com/watch?v=E-Ld8pIruV0,"[{'name': 'Firstpost', 'url': 'https://www.youtube.com/channel/UCz8QaiQxApLq8sLNcszYyJw'}]",2023-05-13T16:54:14.646Z,['YouTube'],['YouTube watch history'],
44,YouTube,Watched Karnataka Election Results में Congress जीती पर खुशी Narendra Modi कैंप में क्यों? | Sushant Sinha,https://www.youtube.com/watch?v=Gy-qO40adxI,"[{'name': 'Sushant Sinha', 'url': 'https://www.youtube.com/channel/UCwSPxg9bl8zAFBr5KlUiaWw'}]",2023-05-13T16:38:06.591Z,['YouTube'],['YouTube watch history'],
45,YouTube,Watched A Nice Diophantine Equation | 3ˣ - x³ = 1,https://www.youtube.com/watch?v=KnSH-0EVADk,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-13T16:33:23.869Z,['YouTube'],['YouTube watch history'],
46,YouTube Music,Watched Ghughuti,https://www.youtube.com/watch?v=JIGXW1OgFI8,"[{'name': 'Kishan Mahipal - Topic', 'url': 'https://www.youtube.com/channel/UCgbP2ipJ9ERnQuMDtX236kQ'}]",2023-05-13T16:33:15.890Z,['YouTube'],['YouTube watch history'],
47,YouTube Music,Watched Mera Danda Nagraj by Manoj Mandrwal || Devotional  Latest HD Video Garhwali Song |,https://www.youtube.com/watch?v=KAe-vNTNoGc,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T15:53:50.845Z,['YouTube'],['YouTube watch history'],
48,YouTube Music,Watched Kaile Baje Muruli (Remix) by  Kumaoni legend Singer Gopal Babu Goswami ||  folk song,https://www.youtube.com/watch?v=ZYj8tUmHvhI,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T15:47:31.916Z,['YouTube'],['YouTube watch history'],
49,YouTube Music,Watched मन भरमैगै | Lata Mangeskar | Superhit Garhwali Song| Man Bharmege | Garhwali Song | Himalayan Films,https://www.youtube.com/watch?v=afHihdzyZac,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T15:40:42.494Z,['YouTube'],['YouTube watch history'],
50,YouTube,Watched Alkaline Water: The Benefits Will Surprise You | Truth About Alkaline Water | How to make it?,https://www.youtube.com/watch?v=GKnTULe9ORA,"[{'name': 'The Yoga Institute', 'url': 'https://www.youtube.com/channel/UCihUiDJzjyo2ov_qGtW33lw'}]",2023-05-13T15:40:32.278Z,['YouTube'],['YouTube watch history'],
51,YouTube,Watched Cong Sweeps Past Majority Mark | What Does The Number Ultimately Mean | NewsX Special Analysis,https://www.youtube.com/watch?v=FPI-ChvthVI,"[{'name': 'NewsX', 'url': 'https://www.youtube.com/channel/UCytSP0M0Jdnw6qIy3Y-nTig'}]",2023-05-13T15:17:44.157Z,['YouTube'],['YouTube watch history'],
52,YouTube,"Watched Karnataka Election Results पर PM Modi की पहली प्रतिक्रिया आई सामने, Congress को दी जीत की बधाई",https://www.youtube.com/watch?v=8GBkXCR0JSs,"[{'name': 'KADAK', 'url': 'https://www.youtube.com/channel/UCwcH94eG9YYAn1G2nfw3j-w'}]",2023-05-13T15:01:10.524Z,['YouTube'],['YouTube watch history'],
53,YouTube,Watched Product Launch 2023 Keynote,https://www.youtube.com/watch?v=-3Kf2ZZU-dg,"[{'name': 'Modular', 'url': 'https://www.youtube.com/channel/UCskFYtYRBUnPbDiLa6r3zRQ'}]",2023-05-13T12:50:39.505Z,['YouTube'],['YouTube watch history'],
54,YouTube Music,Watched YE MAULYAR YE MAINA | Jitendra Panwar | Poonam Negi | Garhwali Romantic Song,https://www.youtube.com/watch?v=SJ7kCdgcbnE,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T12:48:24.122Z,['YouTube'],['YouTube watch history'],
55,YouTube,Watched Modular Product Keynote in 121 seconds,https://www.youtube.com/watch?v=LaWTkXruke0,"[{'name': 'Modular', 'url': 'https://www.youtube.com/channel/UCskFYtYRBUnPbDiLa6r3zRQ'}]",2023-05-13T12:47:56.753Z,['YouTube'],['YouTube watch history'],
56,YouTube Music,Watched MUKHJATRA KE AULU - Jitendra Panwar | From Yaad Aali Tehri Film | Garhwali Song,https://www.youtube.com/watch?v=ZXylZXP11Js,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T12:41:06.809Z,['YouTube'],['YouTube watch history'],
57,YouTube Music,Watched Tehri Bazar Garhwali song by Kishan Mahipal and Meena Rana | Alok Kothiyal & Nidhi Thapliyal,https://www.youtube.com/watch?v=Q5vkh17Ed6I,"[{'name': 'Himalayan Films', 'url': 'https://www.youtube.com/channel/UClp-mEgrcAIt3h_zu1Yc93A'}]",2023-05-13T12:34:11.008Z,['YouTube'],['YouTube watch history'],
58,YouTube Music,"Watched Haa Jab Tak Hai Jaan (From “Sholay Songs And Dialogues, Vol. 2” Soundtrack)",https://www.youtube.com/watch?v=r8Ka38oqCpw,"[{'name': 'Lata Mangeshkar - Topic', 'url': 'https://www.youtube.com/channel/UCOq_phR9Fi_eUwNweVXlQIw'}]",2023-05-13T12:14:35.137Z,['YouTube'],['YouTube watch history'],
59,YouTube,Watched Mojo 🔥 VS Python 🐍  Speed Test,https://www.youtube.com/watch?v=yovCqxZalJU,"[{'name': 'Telusko', 'url': 'https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg'}]",2023-05-13T09:21:10.223Z,['YouTube'],['YouTube watch history'],
60,YouTube,Watched [ML News] Geoff Hinton leaves Google | Google has NO MOAT | OpenAI down half a billion,https://www.youtube.com/watch?v=cjs7QKJNVYM,"[{'name': 'Yannic Kilcher', 'url': 'https://www.youtube.com/channel/UCZHmQk67mSJgfCCTn7xBfew'}]",2023-05-13T08:55:31.432Z,['YouTube'],['YouTube watch history'],
61,YouTube,Watched Fmr Pak PM Imran Khan Likely To Be Arrested Again | Heavy Deployment of Pak Police | NewsX,https://www.youtube.com/watch?v=zrXpaa1w5Ug,"[{'name': 'NewsX', 'url': 'https://www.youtube.com/channel/UCytSP0M0Jdnw6qIy3Y-nTig'}]",2023-05-13T08:51:18.759Z,['YouTube'],['YouTube watch history'],
62,YouTube,Watched NPCI chief Dilip Asbe on The True Story Behind UPI's Incredible Success | Shradha Sharma,https://www.youtube.com/watch?v=SMuQKBZeMqQ,"[{'name': 'YourStory', 'url': 'https://www.youtube.com/channel/UC9pxOEHrjsl7YKBSc7sl_KQ'}]",2023-05-13T08:20:19.668Z,['YouTube'],['YouTube watch history'],
63,YouTube,Watched The LangChain Cookbook Part 2 - Beginner Guide To 9 Use Cases,https://www.youtube.com/watch?v=vGP4pQdCocw,"[{'name': 'Data Independent', 'url': 'https://www.youtube.com/channel/UCyR2Ct3pDOeZSRyZH5hPO-Q'}]",2023-05-13T03:30:39.343Z,['YouTube'],['YouTube watch history'],
64,YouTube,Watched India Vs Khalistan Before Vs After,https://www.youtube.com/watch?v=LWDCLrctIxE,"[{'name': 'Banter With Chetan', 'url': 'https://www.youtube.com/channel/UCSPOJFeSxk1XIltmvDT0flw'}]",2023-05-13T03:29:26.015Z,['YouTube'],['YouTube watch history'],
65,YouTube,Watched Has Imran Khan Split Pakistan's Army? Vantage with Palki Sharma,https://www.youtube.com/watch?v=RUYQ5nrTylc,"[{'name': 'Firstpost', 'url': 'https://www.youtube.com/channel/UCz8QaiQxApLq8sLNcszYyJw'}]",2023-05-13T02:20:53.397Z,['YouTube'],['YouTube watch history'],
66,YouTube,Watched ASHTAVAKRA GITA DARSHAN : अष्टावक्र गीता: PART-34,https://www.youtube.com/watch?v=-YqU010GbJ0,"[{'name': 'RAJAT MAHANTA', 'url': 'https://www.youtube.com/channel/UC9wtX9D8QBKY4H1c1AV2REg'}]",2023-05-13T00:48:52.339Z,['YouTube'],['YouTube watch history'],
67,YouTube,Watched Simplifying A Trigonometric Expression,https://www.youtube.com/watch?v=4M8zjgfY_Bs,"[{'name': 'SyberMath', 'url': 'https://www.youtube.com/channel/UCW4czokv40JYR-w7u6aXZ3g'}]",2023-05-13T00:43:57.240Z,['YouTube'],['YouTube watch history'],
68,YouTube,Watched पीएम मोदी पर हमला करने वाले आतंकियों को ठोकने वाले को अवॉर्ड,https://www.youtube.com/watch?v=A1BVZe-8Qlo,"[{'name': 'NMF News', 'url': 'https://www.youtube.com/channel/UCvxi7_X1VSaMr_osIamYNaw'}]",2023-05-13T00:41:06.364Z,['YouTube'],['YouTube watch history'],
69,YouTube,"Watched Don't Teach Me, Sai Deepak Snubbed in SC #SupremeCourt #LawChakra",https://www.youtube.com/watch?v=2VmOKfrZHJw,"[{'name': 'Law Chakra', 'url': 'https://www.youtube.com/channel/UCWTCQQbEvdIMbyW3g_EU43w'}]",2023-05-13T00:23:57.006Z,['YouTube'],['YouTube watch history'],
70,YouTube,Watched How Aarsha Vidya Samajam is turning the tide & the way forward for those affected with Love Jihad,https://www.youtube.com/watch?v=pB-14i4R2Cc,"[{'name': 'PGurus', 'url': 'https://www.youtube.com/channel/UC5oAOrsfqTxLOmFNuK_S8ug'}]",2023-05-12T17:35:12.041Z,['YouTube'],['YouTube watch history'],
71,YouTube,Watched Delhi में Hindu लड़की को Love Jihad में फंसाने वाले Abu Hasan पर सनसनीखेज खुलासे!| Hindi News,https://www.youtube.com/watch?v=EOWydERCyGY,"[{'name': 'TIMES NOW Navbharat', 'url': 'https://www.youtube.com/channel/UCMk9Tdc-d1BIcAFaSppiVkw'}]",2023-05-12T17:20:05.907Z,['YouTube'],['YouTube watch history'],
72,YouTube,"Watched The Kerala Story: पहले सवाल कर करते थे कंफ्यूज, फिर हमारे धर्म की करते थे इतनी बुराई कि...",https://www.youtube.com/watch?v=cqbPcjlEeIw,"[{'name': 'Republic Bharat', 'url': 'https://www.youtube.com/channel/UC7wXt18f2iA3EDXeqAVuKng'}]",2023-05-12T16:45:49.785Z,['YouTube'],['YouTube watch history'],
73,YouTube,Watched वैदिक भारत गुरूकुल | आचार्य मोहित भारद्वाज | #Sangamalks,https://www.youtube.com/watch?v=kzoq2aNBWPA,"[{'name': 'Sangam Talks', 'url': 'https://www.youtube.com/channel/UC3nhAUpe7aBm1rFCBgoWWcA'}]",2023-05-12T15:06:36.452Z,['YouTube'],['YouTube watch history'],
74,YouTube,Watched Kejriwal Challenge to Modi After Favourable Order in Supreme Court | Sanjay Dixit,https://www.youtube.com/watch?v=NhTsHXwt53w,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2023-05-12T14:54:43.157Z,['YouTube'],['YouTube watch history'],
75,YouTube,Watched EAM Dr S Jaishankar addresses 6th Indian Ocean Conference – 2023,https://www.youtube.com/watch?v=ucHEmtyd4mc,"[{'name': 'ANI News', 'url': 'https://www.youtube.com/channel/UCtFQDgA8J8_iiwc5-KoAQlg'}]",2023-05-12T13:49:50.104Z,['YouTube'],['YouTube watch history'],
76,YouTube,Watched Delhi Police’s savage reply to Pakistani actor goes viral,https://www.youtube.com/watch?v=cx-FVoqCtA0,"[{'name': 'ANI News', 'url': 'https://www.youtube.com/channel/UCtFQDgA8J8_iiwc5-KoAQlg'}]",2023-05-12T13:47:24.866Z,['YouTube'],['YouTube watch history'],
77,YouTube,"Watched The Kerala Story: Movie ने खोली युवती की आंखें, पूरा मामला जान आपके होश उड़ जाएंगे! Adah Sharma",https://www.youtube.com/watch?v=N2pAFJb79lo,"[{'name': 'TV9 Uttar Pradesh UttaraKhand', 'url': 'https://www.youtube.com/channel/UC_Slh-aWOWKJyuHvqNeyMrA'}]",2023-05-12T12:33:01.176Z,['YouTube'],['YouTube watch history'],
78,YouTube,"Watched Is Reality Made of Consciousness? - Dr Bernardo Kastrup, PhD",https://www.youtube.com/watch?v=e1Lkg9wgIeM,"[{'name': 'The Weekend University', 'url': 'https://www.youtube.com/channel/UCfTRIf4-HYqucAxDx99rQig'}]",2023-05-12T09:51:10.015Z,['YouTube'],['YouTube watch history'],
79,YouTube,"Watched Poll of Exit Polls - Will Exit Polls be Right? | Karnataka Results | Abhishek Tiwari, Sanjay Dixit",https://www.youtube.com/watch?v=-xWZR6FWjtw,"[{'name': 'The Jaipur Dialogues', 'url': 'https://www.youtube.com/channel/UCZjxPbi3AeB6YGKCfQ2TroQ'}]",2023-05-12T09:35:37.692Z,['YouTube'],['YouTube watch history'],
80,YouTube,Watched ख़ुद को बलवान बनाए - आचार्य श्री रजनीश,https://www.youtube.com/watch?v=rFbNjNtJE8w,"[{'name': 'Way of Life', 'url': 'https://www.youtube.com/channel/UCbudvIYUg4IX2UH2Id3BMsQ'}]",2023-05-12T08:11:55.034Z,['YouTube'],['YouTube watch history'],
